QueryRegionName	chr	start	end	name	class	activity_base	TargetGene	TargetGeneTSS	TargetGeneExpression	TargetGenePromoterActivityQuantile	TargetGeneIsExpressed	distance	isSelfPromoter	hic_contact	powerlaw_contact	powerlaw_contact_reference	hic_contact_pl_scaled	hic_pseudocount	hic_contact_pl_scaled_adj	ABC.Score.Numerator	ABC.Score	powerlaw.Score.Numerator	powerlaw.Score	CellType	variant.chr	variant.start	variant.end	isOwnTSS	TargetGeneIsCoding	CredibleSet	Disease	pvalue	PosteriorProb	BestSNP	Coding	SpliceSite	Promoter	LocusID	Disease2
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	FXYD6	117747746	NA	0.456717	True	1041789.5	False	4.7e-05	0.001173	0.001186	4.7e-05	0.001173	0.00122	0.062891	0.031719	0.061131	0.021512	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	TMPRSS13	117800168	NA	0.893678	True	989367.5	False	6.4e-05	0.001227	0.001241	6.5e-05	0.001216	0.00128	0.065985	0.027287	0.063939	0.014726	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	IL10RA	117857105	NA	0.521998	True	932430.5	False	0.000185	0.001293	0.001306	0.000187	0.001216	0.001403	0.072289	0.036099	0.067323	0.021659	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	TMPRSS4	117947726	NA	0.939791	True	841809.5	False	0.000419	0.001414	0.001428	0.000424	0.001216	0.001639	0.084488	0.029309	0.073586	0.012749	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	TMPRSS4-AS1	117957508	NA	0.432377	True	832027.5	False	0.000212	0.001428	0.001442	0.000214	0.001216	0.00143	0.073704	0.029134	0.074338	0.015651	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	FALSE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	SCN4B	118023630	NA	0.401458	True	765905.5	False	0.000246	0.001535	0.00155	0.000248	0.001216	0.001464	0.075448	0.031508	0.079891	0.022241	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	MPZL3	118123083	NA	0.983217	True	666452.5	False	0.000248	0.001734	0.00175	0.00025	0.001216	0.001466	0.075569	0.020239	0.090167	0.01007	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	MPZL2	118135251	NA	0.924067	True	654284.5	False	0.000325	0.001762	0.001778	0.000327	0.001216	0.001543	0.079534	0.024817	0.091625	0.010641	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	UBE4A	118230295	NA	0.810249	True	559240.5	False	0.000289	0.002022	0.002038	0.000292	0.001216	0.001508	0.077693	0.029223	0.105031	0.022056	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	ATP5L	118272103	NA	0.909402	True	517432.5	False	0.00048	0.002164	0.002181	0.000483	0.001216	0.001699	0.087574	0.029977	0.112377	0.019726	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	KMT2A	118307204	NA	0.784993	True	482331.5	False	0.000453	0.002301	0.002318	0.000457	0.001216	0.001672	0.086188	0.029671	0.119459	0.022898	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	TTC36	118398147	NA	0.515235	True	391388.5	False	0.000896	0.002763	0.00278	0.000901	0.001216	0.002117	0.109103	0.041722	0.143271	0.033771	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	LOC101929089	118401490	NA	0.523301	True	388045.5	False	0.000622	0.002784	0.002801	0.000626	0.001216	0.001841	0.094898	0.037452	0.144345	0.034183	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	FALSE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	TMEM25	118401802	NA	0.509206	True	387733.5	False	0.000622	0.002786	0.002803	0.000626	0.001216	0.001841	0.094898	0.037452	0.144446	0.034209	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788106-118790965	intergenic	51.535701	IFT46	118436791	NA	0.751833	True	352744.5	False	0.001045	0.003026	0.003043	0.001051	0.001216	0.002266	0.116799	0.039503	0.156833	0.030839	MCF-7-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	TREH	118550381	NA	0.400155	True	238394	False	0.003151	0.004263	0.004279	0.003162	0.001216	0.004378	0.166072	0.04912	0.162319	0.032188	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	DDX6	118661972	NA	0.886223	True	126803	False	0.005682	0.007407	0.007411	0.005685	0.001216	0.006901	0.261774	0.058866	0.28112	0.033885	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	BCL9L	118781613	NA	0.864755	True	7162	False	0.046733	0.091552	0.0903	0.046094	0.001216	0.04731	1.794529	0.198698	3.425192	0.173859	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	CCDC84	118868842	NA	0.64712	True	80067	False	0.004176	0.011075	0.011056	0.004169	0.001216	0.005385	0.204253	0.057642	0.41938	0.067618	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	RPS25	118889057	NA	0.800473	True	100282	False	0.004356	0.009095	0.00909	0.004353	0.001216	0.005569	0.211239	0.058032	0.344786	0.053042	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	TRAPPC4	118889178	NA	0.842105	True	100403	False	0.004356	0.009085	0.00908	0.004353	0.001216	0.005569	0.21124	0.058032	0.344425	0.052964	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	LOC105369532	120689824	NA	0.402721	True	1901049	False	4e-06	0.000693	0.000703	4e-06	0.000693	0.000697	0.026442	0.018686	0.026662	0.016297	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	FALSE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	H2AFX	118966177	NA	0.770083	True	177402	False	0.002067	0.005521	0.005534	0.002071	0.001216	0.003287	0.124692	0.031782	0.209904	0.027847	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	HMBS	118955586	NA	0.668527	True	166811	False	0.001968	0.005827	0.005838	0.001972	0.001216	0.003188	0.12092	0.032646	0.221452	0.032423	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	VPS11	118938462	NA	0.66482	True	149687	False	0.001928	0.006406	0.006415	0.001931	0.001216	0.003147	0.119351	0.03409	0.243335	0.03892	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	HYOU1	118927957	NA	0.904473	True	139182	False	0.002226	0.006827	0.006834	0.002228	0.001216	0.003444	0.130631	0.03617	0.259237	0.039293	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	SLC37A4	118901616	NA	0.690606	True	112841	False	0.003292	0.008203	0.008203	0.003292	0.001216	0.004507	0.170974	0.047044	0.311149	0.048176	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	POU2F3	120110902	NA	0.460893	True	1322127	False	8.8e-05	0.000952	0.000964	8.9e-05	0.000952	0.001041	0.039492	0.018086	0.036569	0.010459	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	TMEM136	120195837	NA	0.726984	True	1407062	False	0.000208	0.000902	0.000913	0.000211	0.000902	0.001113	0.0422	0.01618	0.034641	0.006024	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	ARHGEF12	120207617	NA	0.859215	True	1418842	False	0.000264	0.000895	0.000907	0.000268	0.000895	0.001163	0.044114	0.017475	0.03439	0.005921	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	OAF	120081746	NA	0.583714	True	1292971	False	0.000264	0.000971	0.000983	0.000267	0.000971	0.001238	0.046953	0.019871	0.037285	0.010231	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	TRIM29	120008863	NA	0.476719	True	1220088	False	0.000161	0.001022	0.001034	0.000163	0.001022	0.001184	0.044922	0.017507	0.039215	0.008259	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	LOC102724301	119600292	NA	0.772527	True	811517	False	0.000112	0.00146	0.001474	0.000113	0.001216	0.001329	0.050422	0.01942	0.055915	0.011036	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	FALSE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	NECTIN1	119599435	NA	0.755031	True	810660	False	0.000116	0.001461	0.001475	0.000117	0.001216	0.001333	0.050549	0.018323	0.055966	0.011006	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	USP2-AS1	119252487	NA	0.727717	True	463712	False	0.000655	0.002382	0.002399	0.000659	0.001216	0.001875	0.071127	0.024684	0.090987	0.016016	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	FALSE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	USP2	119252436	NA	0.733298	True	463661	False	0.000655	0.002382	0.002399	0.000659	0.001216	0.001875	0.071127	0.024684	0.090996	0.015982	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	RNF26	119205209	NA	0.711382	True	416434	False	0.001266	0.002617	0.002634	0.001274	0.001216	0.00249	0.09445	0.026589	0.099911	0.01494	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	MCAM	119187840	NA	0.606607	True	399065	False	0.001183	0.002716	0.002733	0.001191	0.001216	0.002406	0.091277	0.023516	0.103683	0.013749	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	CBL	119076985	NA	0.903292	True	288210	False	0.000982	0.003611	0.003628	0.000986	0.001216	0.002202	0.083531	0.026488	0.137616	0.024593	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	NLRX1	119039421	NA	0.702216	True	250646	False	0.001044	0.00408	0.004097	0.001048	0.001216	0.002264	0.085861	0.027627	0.155394	0.028268	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	HINFP	118992232	NA	0.780797	True	203457	False	0.001377	0.004897	0.004912	0.001381	0.001216	0.002597	0.098493	0.029871	0.186314	0.031818	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	GRIK4	120435144	NA	0.433111	True	1646369	False	1e-04	0.000786	0.000797	0.000102	0.000786	0.000888	0.033676	0.021045	0.030216	0.014639	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	CEP164	117198570	NA	0.845201	True	1590205	False	2.6e-05	0.00081	0.000821	2.6e-05	0.00081	0.000836	0.031729	0.015055	0.031142	0.009241	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	BACE1	117186972	NA	0.498859	True	1601803	False	0.000103	0.000805	0.000816	0.000105	0.000805	0.00091	0.03451	0.018375	0.030946	0.010961	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	PAFAH1B2	117014999	NA	0.835547	True	1773776	False	6.9e-05	0.000736	0.000747	7e-05	0.000736	0.000806	0.030587	0.016112	0.028319	0.007816	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	C2CD2L	118978059	NA	0.659646	True	189284	False	0.002137	0.005217	0.00523	0.002143	0.001216	0.003359	0.127392	0.034164	0.198393	0.02875	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	DPAGT1	118972785	NA	0.929974	True	184010	False	0.002389	0.005347	0.005361	0.002395	0.001216	0.003611	0.136968	0.033826	0.203331	0.027391	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	KMT2A	118307204	NA	0.96513	True	481571	False	0.000453	0.002304	0.002321	0.000457	0.001216	0.001672	0.063436	0.019851	0.088044	0.014661	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	TTC36	118398147	NA	0.433396	True	390628	False	0.000896	0.002767	0.002785	0.000901	0.001216	0.002117	0.080301	0.030704	0.105629	0.024181	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	MPZL3	118123083	NA	0.645674	True	665692	False	0.000248	0.001736	0.001751	0.00025	0.001216	0.001466	0.05562	0.021567	0.066431	0.014096	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	SCN4B	118023630	NA	0.489368	True	765145	False	0.000246	0.001537	0.001552	0.000248	0.001216	0.001464	0.055531	0.023209	0.058852	0.016956	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	LOC101929089	118401490	NA	0.580781	True	387285	False	0.000622	0.002788	0.002806	0.000626	0.001216	0.001841	0.069846	0.026461	0.106422	0.023991	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	FALSE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	TMEM25	118401802	NA	0.587543	True	386973	False	0.000622	0.00279	0.002808	0.000626	0.001216	0.001841	0.069846	0.026461	0.106496	0.023984	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	IFT46	118436791	NA	0.583795	True	351984	False	0.001045	0.003032	0.003049	0.001051	0.001216	0.002266	0.085966	0.028876	0.115649	0.021433	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	ARCN1	118443101	NA	0.703601	True	345674	False	0.001378	0.00308	0.003097	0.001385	0.001216	0.002601	0.098667	0.031211	0.117483	0.021362	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	PHLDB1	118478305	NA	0.597238	True	310470	False	0.001774	0.003383	0.003401	0.001783	0.001216	0.002998	0.113734	0.026696	0.128991	0.01535	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	IL10RA	117857105	NA	0.489897	True	931670	False	0.000185	0.001294	0.001307	0.000187	0.001216	0.001403	0.053206	0.029965	0.049586	0.022497	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	TMPRSS13	117800168	NA	0.686125	True	988607	False	6.4e-05	0.001228	0.001242	6.5e-05	0.001216	0.00128	0.048566	0.025827	0.047092	0.018384	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	FXYD6	117747746	NA	0.494195	True	1041029	False	4.7e-05	0.001174	0.001187	4.7e-05	0.001174	0.001221	0.046317	0.023253	0.045022	0.017237	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	FXYD6-FXYD2	117747746	NA	0.494195	True	1041029	False	4.7e-05	0.001174	0.001187	4.7e-05	0.001174	0.001221	0.046317	0.023253	0.045022	0.017237	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	FXYD2	117695459	NA	0.415187	True	1093316	False	0.000238	0.001125	0.001137	0.00024	0.001125	0.001365	0.051767	0.025711	0.043143	0.017003	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	MPZL2	118135251	NA	0.684822	True	653524	False	0.000325	0.001764	0.00178	0.000327	0.001216	0.001543	0.058538	0.025231	0.067506	0.014947	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	UBE4A	118230295	NA	0.473705	True	558480	False	0.000289	0.002024	0.00204	0.000292	0.001216	0.001508	0.057183	0.02652	0.077396	0.025429	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
rs73575424	chr11	118788516	118788517	intergenic|chr11:118788161-118789389	intergenic	37.931148	ATP5L	118272103	NA	0.606282	True	516672	False	0.00048	0.002167	0.002183	0.000483	0.001216	0.001699	0.064456	0.025899	0.082817	0.021721	breast_epithelium-ENCODE	chr11	118788516	118788517	FALSE	TRUE	Huang2017-r123-2	IBD	6.5	0.1171	rs79157249	FALSE	FALSE	FALSE	88	Crohns_disease
